Date,regime,XLRE_return,position,strategy_return,benchmark_return,strategy_cumulative,benchmark_cumulative
2020-06-30,Falling,0.012349944126715862,0,0.0,0.012349944126715862,0.8914234072873383,1.2857136495485784
2020-07-31,Falling,0.04165446792759808,0,0.0,0.04165446792759808,0.8914234072873383,1.3392693675277747
2020-08-31,Rising,-0.00027547863707400033,0,-0.0,-0.00027547863707400033,0.8914234072873383,1.3389004274277332
2020-09-30,Rising,-0.021178227563625307,1,-0.021178227563625307,-0.021178227563625307,0.8725446395122648,1.3105448894906335
2020-10-31,Rising,-0.03175488940296878,1,-0.03175488940296878,-0.03175488940296878,0.8448370809853996,1.2689286814672325
2020-11-30,Rising,0.06881375287132285,1,0.06881375287132285,0.06881375287132285,0.9029734910928586,1.3562484261650523
2020-12-31,Rising,0.014618988726588622,1,0.014618988726588622,0.014618988726588622,0.9161740503795535,1.3760754066176126
2021-01-31,Rising,0.005470587448709541,1,0.005470587448709541,0.005470587448709541,0.9211860606403932,1.383603347465533
2021-02-28,Rising,0.01577799183320905,1,0.01577799183320905,0.01577799183320905,0.9357205267820433,1.4054338297822448
2021-03-31,Rising,0.06813876991787593,1,0.06813876991787593,0.06813876991787593,0.9994793724638786,1.5011983621445764
2021-04-30,Rising,0.0830594074334936,1,0.0830594074334936,0.0830594074334936,1.0824955368827285,1.625887008544436
2021-05-31,Rising,0.011456503301473075,1,0.011456503301473075,0.011456503301473075,1.0948971505748553,1.6445139884256474
2021-06-30,Falling,0.031364702054643256,1,0.031364702054643256,0.031364702054643256,1.1292382734831135,1.696093679697311
2021-07-31,Rising,0.04624426072057064,0,0.0,0.04624426072057064,1.1292382734831135,1.7745282780277454
2021-08-31,Rising,0.028029102880259282,1,0.028029102880259282,0.028029102880259282,1.160889809226898,1.8242667136965145
2021-09-30,Falling,-0.06252055333587203,1,-0.06252055333587203,-0.06252055333587203,1.0883103359920574,1.7102125493239955
2021-10-31,Falling,0.07581556196531758,0,0.0,0.07581556196531758,1.0883103359920574,1.8398732748311326
2021-11-30,Falling,-0.008992148344645678,0,-0.0,-0.008992148344645678,1.0883103359920574,1.823328861408502
2021-12-31,Rising,0.10263152583227719,0,0.0,0.10263152583227719,1.0883103359920574,2.0104598845488852
2022-01-31,Rising,-0.08627667251815585,1,-0.08627667251815585,-0.08627667251815585,0.9944145415355465,1.8370040954787716
2022-02-28,Rising,-0.04795091339864799,1,-0.04795091339864799,-0.04795091339864799,0.9467314559720194,1.7489180711835073
2022-03-31,Falling,0.07825105224445994,1,0.07825105224445994,0.07825105224445994,1.0208141885947595,1.885772750542968
2022-04-30,Falling,-0.03559597765586153,0,-0.0,-0.03559597765586153,1.0208141885947595,1.8186468258506079
2022-05-31,Falling,-0.05107295855775473,0,-0.0,-0.05107295855775473,1.0208141885947595,1.7257631518827476
2022-06-30,Falling,-0.06854741179022927,0,-0.0,-0.06854741179022927,1.0208141885947595,1.607466554458237
2022-07-31,Falling,0.08516907332307389,0,0.0,0.08516907332307389,1.0208141885947595,1.7443729912992794
2022-08-31,Falling,-0.05615700563789605,0,-0.0,-0.05615700563789605,1.0208141885947595,1.6464142273922922
2022-09-30,Falling,-0.13171317021470308,0,-0.0,-0.13171317021470308,1.0208141885947595,1.4295597900158623
2022-10-31,Falling,0.019994432864530953,0,0.0,0.019994432864530953,1.0208141885947595,1.4581430272631675
2022-11-30,Falling,0.06833651371266325,0,0.0,0.06833651371266325,1.0208141885947595,1.5577874382407613
2022-12-31,Falling,-0.0481827167669403,0,-0.0,-0.0481827167669403,1.0208141885947595,1.4827290073209092
2023-01-31,Falling,0.09910637188162608,0,0.0,0.09910637188162608,1.0208141885947595,1.6296768997201294
2023-02-28,Falling,-0.05863508412258245,0,-0.0,-0.05863508412258245,1.0208141885947595,1.5341206576124102
2023-03-31,Falling,-0.014760290283189592,0,-0.0,-0.014760290283189592,1.0208141885947595,1.5114765913766133
2023-04-30,Falling,0.009898226046220593,0,0.0,0.009898226046220593,1.0208141885947595,1.52643752834163
2023-05-31,Falling,-0.0452980441282399,0,-0.0,-0.0452980441282399,1.0208141885947595,1.4572928938238094
2023-06-30,Rising,0.055839166116915306,0,0.0,0.055839166116915306,1.0208141885947595,1.5386669138030373
2023-07-31,Rising,0.013266209031419285,1,0.013266209031419285,0.013266209031419285,1.0343565230028962,1.5590791907112773
2023-08-31,Rising,-0.030636089355512097,1,-0.030636089355512097,-0.030636089355512097,1.0026678841387227,1.5113151013123272
2023-09-30,Rising,-0.07234916462632235,1,-0.07234916462632235,-0.07234916462632235,0.930125700323644,1.4019727162452345
2023-10-31,Rising,-0.028470968495135196,1,-0.028470968495135196,-0.028470968495135196,0.9036441208132139,1.3620571952099774
2023-11-30,Rising,0.12477336788326121,1,0.12477336788326121,0.12477336788326121,1.0163948411349872,1.5320056587059547
2023-12-31,Rising,0.08745965922340804,1,0.08745965922340804,0.08745965922340804,1.1052883875770831,1.6659943515447102
2024-01-31,Falling,-0.04817778808862172,1,-0.04817778808862172,-0.04817778808862172,1.05203803786358,1.5857304287191485
2024-02-29,Falling,0.025701503314871976,0,0.0,0.025701503314871976,1.05203803786358,1.626486084589367
2024-03-31,Falling,0.01762041578300444,0,0.0,0.01762041578300444,1.05203803786358,1.6551454456651025
2024-04-30,Falling,-0.08449280115011026,0,-0.0,-0.08449280115011026,1.05203803786358,1.5152975706500103
2024-05-31,Rising,0.05139532668335978,0,0.0,0.05139532668335978,1.05203803786358,1.593176784316069
2024-06-30,Rising,0.019716741072017152,1,0.019716741072017152,0.019716741072017152,1.0727807994540492,1.6245890384543777
2024-07-31,Falling,0.07237691791617706,1,0.07237691791617706,0.07237691791617706,1.1504253673181857,1.7421717859381112
2024-08-31,Falling,0.05729553949512156,0,0.0,0.05729553949512156,1.1504253673181857,1.8419904583066147
2024-09-30,Rising,0.03290719146223742,0,0.0,0.03290719146223742,1.1504253673181857,1.9026051909897248
2024-10-31,Rising,-0.032907908007370756,1,-0.032907908007370756,-0.032907908007370756,1.112567275161133,1.839994434390289
2024-11-30,Rising,0.04166667047201722,1,0.04166667047201722,0.04166667047201722,1.1589242491932221,1.9166608761583748
2024-12-31,Falling,-0.08650288223702418,1,-0.08650288223702418,-0.08650288223702418,1.0586739613436291,1.7508641860997354
2025-01-31,Falling,0.018441235208889628,0,0.0,0.018441235208889628,1.0586739613436291,1.7831522843744216
2025-02-28,Falling,0.04176723222749623,0,0.0,0.04176723222749623,1.0586739613436291,1.8576296199328786
2025-03-31,Rising,-0.02391971225315004,0,-0.0,-0.02391971225315004,1.0586739613436291,1.8131956539511556
2025-04-30,Rising,-0.013142051636604979,1,-0.013142051636604979,-0.013142051636604979,1.044760813477322,1.7893665430396617
2025-05-31,Rising,0.010411508330455677,1,0.010411508330455677,0.010411508330455677,1.0556383493901749,1.8079965477087578
2025-06-30,Rising,0.0015500394503953352,1,0.0015500394503953352,0.0015500394503953352,1.05727463047708,1.810799013683885
2025-07-31,Rising,-0.00024137513110444875,1,-0.00024137513110444875,-0.00024137513110444875,1.057019430674535,1.8103619318345532
2025-08-31,Falling,0.021733926276206628,1,0.021733926276206628,0.021733926276206628,1.0799926130533333,1.8497082045942963
2025-09-30,Falling,0.003345688770179711,0,0.0,0.003345688770179711,1.0799926130533333,1.8558967525625167
