sector,phase,lag,mean_return,std_return,sharpe_ratio,n_periods,pct_positive
XLV,Stagflation,1,0.0019131855932562846,0.04504077596813899,0.14714376387177536,43,0.5813953488372093
XLV,Unknown,1,0.0053868618661076905,0.04204038428759976,0.4438740798192888,58,0.5689655172413793
XLV,Reflation,1,0.010928556028371995,0.0412669313705614,0.9173841458929842,76,0.6052631578947368
XLV,Recovery,1,0.010244236880223401,0.04281592433895942,0.8288289478862176,49,0.673469387755102
XLE,Overheat,0,0.019216262898370577,0.05603600131674026,1.1879342882960295,96,0.6979166666666666
XLE,Stagflation,0,-0.0020241391895956247,0.08350094020263372,-0.08397299262650298,43,0.4883720930232558
XLE,Unknown,0,0.00529782428238502,0.08225299048473877,0.22311895950738755,58,0.39655172413793105
XLE,Reflation,0,-4.494627483038983e-05,0.08831060673478987,-0.001763077720686088,76,0.47368421052631576
XLE,Recovery,0,0.017834980109539246,0.039048895501457306,1.5821749273573926,50,0.7
XLE,Overheat,1,0.009089619967048743,0.06177242911809719,0.5097317307798281,97,0.5876288659793815
XLE,Stagflation,1,-0.005675339356896035,0.09964963825474067,-0.19729075365452348,43,0.5116279069767442
XLE,Unknown,1,0.011897653797019887,0.08086722084968678,0.5096586886696015,58,0.5344827586206896
XLE,Reflation,1,0.01152564716568287,0.0623705313665808,0.6401422608937873,76,0.5526315789473685
XLE,Recovery,1,0.015299255118018306,0.06495146367393248,0.8159658207364152,49,0.6122448979591837
XLI,Overheat,0,0.007642114018149099,0.04661375170460522,0.5679238110053637,96,0.5729166666666666
XLI,Stagflation,0,-0.008565316474367517,0.04614025885163437,-0.6430637229069539,43,0.46511627906976744
XLI,Unknown,0,0.010990863686698459,0.057046670207545336,0.6674091320375646,58,0.6206896551724138
XLI,Reflation,0,0.009964572188669075,0.06807057661030587,0.5070956106415474,76,0.618421052631579
XLI,Recovery,0,0.02095720871764571,0.04130580115446678,1.7575715405225798,50,0.78
XLI,Overheat,1,0.007647141630452264,0.04674815375903158,0.566663569427466,97,0.5876288659793815
XLI,Stagflation,1,-0.009507910232151707,0.07111350932611286,-0.4631520438787751,43,0.4418604651162791
XLI,Unknown,1,0.00722003106473989,0.049590517872360865,0.5043488623588257,58,0.6206896551724138
XLI,Reflation,1,0.019238519955492694,0.055392158821675565,1.2031339718177505,76,0.6710526315789473
XLI,Recovery,1,0.012125519119396974,0.04943784090768751,0.8496331877502202,49,0.6938775510204082
XLY,Overheat,0,0.007515852234734815,0.04669978441809139,0.557511692824762,96,0.59375
XLY,Stagflation,0,-0.0126369280314947,0.04971340139463781,-0.8805593979936781,43,0.3953488372093023
XLY,Unknown,0,0.006705503836164928,0.059985536645440866,0.38723578996165897,58,0.5
XLY,Reflation,0,0.018682545791708065,0.066988602102347,0.966108188868648,76,0.6710526315789473
XLY,Recovery,0,0.019660019386388127,0.04645807697252824,1.465930347274132,50,0.7
XLY,Overheat,1,0.005665380048792034,0.04864925567863306,0.403407038887324,97,0.5670103092783505
XLY,Stagflation,1,-0.007082460495992133,0.07057365163121003,-0.3476419637674774,43,0.3953488372093023
XLY,Unknown,1,0.0037226542258447085,0.04672314611059692,0.2760013738334987,58,0.5344827586206896
XLY,Reflation,1,0.025663126882470067,0.06003961662447393,1.48068365990884,76,0.7236842105263158
XLY,Recovery,1,0.011400406726432073,0.05112728459297376,0.7724284140779095,49,0.6326530612244898
XLP,Overheat,0,0.0033713170053564175,0.034481168066841865,0.3386945784654849,96,0.5416666666666666
XLP,Stagflation,0,-0.0006229336509799662,0.037292465055888256,-0.05786438261051984,43,0.5813953488372093
XLP,Unknown,0,0.007825142277633736,0.03439980234438159,0.7880012719625717,58,0.5862068965517241
XLP,Reflation,0,0.010410317343172997,0.04024673145059549,0.8960329403854875,76,0.631578947368421
XLP,Recovery,0,0.007310928286608456,0.02931374535166875,0.8639564198286563,50,0.62
XLP,Overheat,1,0.0028735809774384086,0.03836173141975531,0.2594871539100362,97,0.5567010309278351
XLP,Stagflation,1,-0.0013109879439907447,0.03867639452740678,-0.11742034152088167,43,0.5348837209302325
XLP,Unknown,1,0.0064995225631692116,0.035354670901428326,0.6368325891498863,58,0.5689655172413793
XLP,Reflation,1,0.011512062540985902,0.03336112096870404,1.195372136302207,76,0.6710526315789473
XLP,Recovery,1,0.008840717041586498,0.029552862779497154,1.0362834359310333,49,0.5918367346938775
XLU,Overheat,0,0.010445258533733431,0.04238323260709075,0.8537205571994023,96,0.65625
XLU,Stagflation,0,-0.0006404488488163597,0.050130575203154705,-0.04425602304795123,43,0.5348837209302325
XLU,Unknown,0,0.008585572941465587,0.04539532462696731,0.6551621193990973,58,0.6896551724137931
XLU,Reflation,0,0.00892415612685532,0.04439172972301807,0.6963951133616525,76,0.6447368421052632
XLU,Recovery,0,0.0032450618611410743,0.03795199884609167,0.29619583621900203,50,0.6
XLU,Overheat,1,0.007210117991922251,0.04220207758478282,0.5918329809942268,97,0.6391752577319587
XLU,Stagflation,1,0.0055826930896636685,0.0563915014635175,0.3429420328741145,43,0.5581395348837209
XLU,Unknown,1,0.011695826916271173,0.043783306816134876,0.9253648446694288,58,0.6551724137931034
XLU,Reflation,1,0.006941348746061626,0.04016518589751772,0.5986661549088601,76,0.631578947368421
XLU,Recovery,1,0.003435101920937968,0.04083205578648487,0.29142647567656105,49,0.673469387755102
XLB,Overheat,0,0.006274843074403058,0.056647069926622266,0.3837214185470174,96,0.59375
XLB,Stagflation,0,-0.014226009963961792,0.060205434725181146,-0.8185364713015542,43,0.4186046511627907
XLB,Unknown,0,0.008660459561643019,0.06205353576829586,0.48346498847936126,58,0.5517241379310345
XLB,Reflation,0,0.013017994434867211,0.07032722964609645,0.6412261050891668,76,0.5657894736842105
XLB,Recovery,0,0.02315821287139848,0.04024238274232777,1.993480433929073,50,0.68
XLB,Overheat,1,0.005236600347946531,0.05859492157002882,0.3095851182507792,97,0.5773195876288659
XLB,Stagflation,1,-0.007787249755937026,0.07512452492574423,-0.35908146485700115,43,0.4418604651162791
XLB,Unknown,1,0.002950653292376859,0.05709211955289841,0.1790328142636859,58,0.5
XLB,Reflation,1,0.020873394871899015,0.05661931828122336,1.2770828594227852,76,0.631578947368421
XLB,Recovery,1,0.014482387477954274,0.054269444583609716,0.9244329334555953,49,0.6530612244897959
XLRE,Overheat,0,0.013947139836043653,0.03852534928186865,1.2540914108033618,34,0.6470588235294118
XLRE,Stagflation,0,-0.010597175737173569,0.05123165264233428,-0.7165432246217887,20,0.4
XLRE,Unknown,0,-0.0036416624197355345,0.05097560145326737,-0.24747307163324786,22,0.5454545454545454
XLRE,Reflation,0,0.010683868606891182,0.05507785380590845,0.6719580364818257,31,0.6451612903225806
XLRE,Recovery,0,0.017039440203839087,0.051071434537189465,1.1557606099390072,15,0.6666666666666666
XLRE,Overheat,1,0.01135771295201018,0.04203937416938192,0.9358909964455332,34,0.6470588235294118
XLRE,Stagflation,1,-0.0018621080771421606,0.06287924827789164,-0.10258601644029555,20,0.55
XLRE,Unknown,1,-0.007230296320236953,0.05061541997909944,-0.49483894771988063,22,0.5454545454545454
XLRE,Reflation,1,0.014750139853856807,0.050915786225491845,1.0035391197724657,32,0.59375
XLRE,Recovery,1,0.007648297229666875,0.03615099589904632,0.7328837872220713,14,0.5714285714285714
